userId,commitId
4283,391
7020,392
6683,393
4879,394
2736,395
1448,396
811,397
2126,398
9437,399
5033,400
5768,401
6921,402
6747,403
8827,404
4555,405
2841,406
566,407
6851,408
5443,409
510,410
2897,411
161,412
6142,413
7895,414
9911,415
9330,416
9270,417
8038,418
5292,419
4855,420
2684,421
5036,422
3070,423
205,424
1033,425
1655,426
3807,427
9509,428
7168,429
3955,430
117,431
1799,432
9981,433
9846,434
5682,435
8368,436
3175,437
967,438
7245,439
1869,440
5884,441
1220,442
7165,443
4871,444
5694,445
2394,446
1728,447
1771,448
5675,449
191,450
9746,451
8274,452
2956,453
71,454
1954,455
2747,456
2899,457
2499,458
5395,459
6805,460
1049,461
798,462
9736,463
7811,464
7954,465
2320,466
1662,467
8065,468
1302,469
8119,470
528,471
6668,472
1304,473
1797,474
5392,475
8183,476
8524,477
5177,478
7813,479
9320,480
8919,481
563,482
1576,483
9129,484
2552,485
4940,486
7578,487
189,488
3195,489
8419,490
9731,491
3700,492
7923,493
3972,494
5453,495
1333,496
7820,497
4701,498
234,499
3651,500
5478,501
8045,502
427,503
7518,504
133,505
1080,506
7222,507
2387,508
4508,509
3985,510
4819,511
4423,512
2192,513
3467,514
139,515
4822,516
5900,517
4916,518
3206,519
5039,520
3853,521
507,522
3906,523
532,524
5572,525
2956,526
9150,527
420,528
7932,529
5310,530
3624,531
1407,532
5252,533
6663,534
1814,535
1852,536
6718,537
3853,538
4284,539
1906,540
3084,541
4175,542
7248,543
42,544
5254,545
810,546
3743,547
2075,548
7838,549
1499,550
3616,551
9887,552
3549,553
3224,554
8514,555
8638,556
6318,557
9161,558
5473,559
2457,560
2910,561
7313,562
9004,563
6294,564
5543,565
3141,566
4075,567
3711,568
2190,569
7873,570
4086,571
4519,572
9239,573
1115,574
331,575
52,576
4788,577
2366,578
3317,579
573,580
4029,581
5627,582
9742,583
7756,584
4982,585
172,586
1111,587
4152,588
9183,589
8593,590
9792,591
8005,592
531,593
4072,594
4082,595
3847,596
5320,597
2609,598
2074,599
3535,600
318,601
5019,602
329,603
2888,604
4861,605
3497,606
5626,607
8245,608
4852,609
5972,610
8782,611
8938,612
6030,613
2285,614
7845,615
6492,616
3077,617
2804,618
4890,619
7737,620
3203,621
6245,622
7235,623
8704,624
5855,625
2212,626
2948,627
1311,628
1948,629
3990,630
5808,631
2483,632
2799,633
5847,634
9487,635
1044,636
6001,637
1125,638
9263,639
8658,640
6733,641
2702,642
7654,643
791,644
2127,645
1461,646
8246,647
4265,648
12,649
9400,650
1827,651
9111,652
3325,653
8492,654
4544,655
2418,656
9342,657
3878,658
2740,659
8126,660
4693,661
3331,662
7371,663
8267,664
2896,665
3364,666
4709,667
5282,668
5364,669
4904,670
3388,671
8931,672
5278,673
2163,674
8635,675
3486,676
3237,677
5375,678
7981,679
1114,680
9470,681
8664,682
5632,683
9838,684
8485,685
3239,686
5803,687
8633,688
6963,689
6677,690
7409,691
2019,692
9469,693
1688,694
7658,695
5418,696
1418,697
6400,698
2392,699
7836,700
7989,701
6713,702
8317,703
4826,704
8458,705
7622,706
6268,707
194,708
2235,709
1159,710
7213,711
3223,712
5642,713
6304,714
3563,715
6280,716
6383,717
4126,718
6919,719
6951,720
3177,721
6465,722
743,723
5218,724
6482,725
6434,726
2121,727
1796,728
4008,729
9910,730
2813,731
4098,732
6074,733
2081,734
5506,735
6622,736
9922,737
9834,738
1529,739
8351,740
1992,741
9251,742
2669,743
5174,744
5904,745
1499,746
7879,747
8689,748
5907,749
6591,750
6494,751
8224,752
5464,753
3088,754
2833,755
1624,756
614,757
4839,758
2013,759
9870,760
4007,761
2290,762
2456,763
7405,764
618,765
8244,766
3090,767
1050,768
6098,769
7179,770
527,771
690,772
7944,773
6926,774
9479,775
4322,776
4887,777
4228,778
6078,779
2510,780
3394,781
5868,782
8503,783
8603,784
3035,785
6040,786
486,787
9773,788
1243,789
2587,790
6307,791
3592,792
2628,793
9502,794
8494,795
3567,796
5383,797
7969,798
3595,799
2802,800
3240,801
7516,802
5564,803
4123,804
6800,805
9566,806
8866,807
8832,808
69,809
5654,810
4871,811
7198,812
8568,813
4071,814
210,815
9318,816
6174,817
5709,818
4166,819
5152,820
9681,821
128,822
1701,823
226,824
2970,825
3286,826
9695,827
477,828
2605,829
5987,830
7966,831
8270,832
8838,833
5707,834
9044,835
4685,836
5294,837
5190,838
8997,839
6611,840
677,841
3630,842
383,843
9842,844
5396,845
7800,846
6474,847
4329,848
369,849
3425,850
4448,851
2918,852
9832,853
5967,854
9190,855
1308,856
5337,857
3727,858
1259,859
6833,860
3821,861
4874,862
2716,863
4627,864
5289,865
366,866
9977,867
9495,868
6057,869
5194,870
7323,871
6066,872
384,873
5390,874
2749,875
52,876
3383,877
1595,878
8659,879
9369,880
8700,881
7619,882
2267,883
2042,884
5883,885
808,886
3304,887
4145,888
3568,889
5339,890
6183,891
8075,892
3956,893
8976,894
9880,895
8348,896
8264,897
8295,898
6514,899
5619,900
3132,901
7367,902
7502,903
5128,904
2998,905
5037,906
8167,907
3970,908
3873,909
2888,910
1546,911
4334,912
4322,913
6717,914
9412,915
4669,916
8592,917
5583,918
6239,919
1706,920
1847,921
3341,922
229,923
1804,924
7850,925
796,926
8763,927
724,928
6434,929
6454,930
2509,931
4660,932
2832,933
1267,934
8272,935
6578,936
1971,937
8916,938
3232,939
6479,940
6608,941
871,942
3900,943
7539,944
5855,945
5398,946
8566,947
3137,948
7606,949
495,950
2575,951
1258,952
966,953
1563,954
914,955
1851,956
4687,957
8622,958
230,959
9282,960
2811,961
3870,962
8332,963
1030,964
1867,965
3151,966
8135,967
7501,968
7380,969
4983,970
5756,971
6483,972
7119,973
7296,974
1225,975
306,976
7033,977
2649,978
5281,979
6701,980
886,981
7984,982
6331,983
9118,984
2571,985
2202,986
160,987
7278,988
6906,989
8608,990
2973,991
9846,992
4192,993
3879,994
7821,995
7442,996
1973,997
2079,998
8671,999
9021,1000
980,1001
3169,1002
5815,1003
1642,1004
5182,1005
361,1006
6754,1007
5320,1008
7594,1009
384,1010
2585,1011
5510,1012
2315,1013
1199,1014
511,1015
3230,1016
7294,1017
4885,1018
224,1019
7135,1020
8759,1021
4800,1022
2437,1023
8325,1024
5801,1025
9391,1026
7433,1027
2068,1028
9254,1029
9974,1030
8433,1031
7220,1032
2344,1033
5942,1034
7631,1035
341,1036
2491,1037
2871,1038
1222,1039
3693,1040
2741,1041
4061,1042
9627,1043
3180,1044
6200,1045
8742,1046
6971,1047
1989,1048
7194,1049
9196,1050
3869,1051
8398,1052
5957,1053
6450,1054
446,1055
2784,1056
6962,1057
9545,1058
3701,1059
1116,1060
1508,1061
8185,1062
1795,1063
9073,1064
5008,1065
8422,1066
6253,1067
8924,1068
7231,1069
8455,1070
3945,1071
9434,1072
429,1073
2227,1074
3652,1075
3991,1076
6794,1077
36,1078
5274,1079
7363,1080
8566,1081
4190,1082
4278,1083
3615,1084
7564,1085
5639,1086
6184,1087
7849,1088
7938,1089
9661,1090
2600,1091
778,1092
3383,1093
4102,1094
5185,1095
4264,1096
292,1097
9578,1098
3025,1099
3637,1100
3547,1101
4980,1102
5054,1103
8346,1104
5141,1105
8315,1106
5474,1107
340,1108
3836,1109
4889,1110
2359,1111
2482,1112
8137,1113
2089,1114
1470,1115
3310,1116
5538,1117
9440,1118
5316,1119
6722,1120
3426,1121
517,1122
8552,1123
8722,1124
8227,1125
3641,1126
2031,1127
3292,1128
1690,1129
4811,1130
1169,1131
970,1132
3351,1133
6381,1134
2502,1135
3797,1136
1909,1137
1212,1138
432,1139
883,1140
4847,1141
2083,1142
9232,1143
1982,1144
7085,1145
4334,1146
7188,1147
7660,1148
3677,1149
6581,1150
4052,1151
5838,1152
4272,1153
4041,1154
3897,1155
4110,1156
6570,1157
2138,1158
9549,1159
2293,1160
6313,1161
8646,1162
8820,1163
2520,1164
8054,1165
1948,1166
1054,1167
2422,1168
9056,1169
1132,1170
4262,1171
1367,1172
3156,1173
1028,1174
7197,1175
8732,1176
2354,1177
8076,1178
2032,1179
4250,1180
9293,1181
1296,1182
9693,1183
8101,1184
9942,1185
2270,1186
2059,1187
1472,1188
2807,1189
5046,1190
6811,1191
5021,1192
2339,1193
2558,1194
7181,1195
6202,1196
4226,1197
1701,1198
7610,1199
2817,1200
5026,1201
1237,1202
6454,1203
833,1204
6287,1205
1337,1206
4452,1207
1607,1208
590,1209
7791,1210
4488,1211
5527,1212
7222,1213
5497,1214
9622,1215
8800,1216
9254,1217
2985,1218
6165,1219
4121,1220
2230,1221
4855,1222
3019,1223
9359,1224
3779,1225
8555,1226
8825,1227
5505,1228
8739,1229
9426,1230
2600,1231
1539,1232
2576,1233
5012,1234
6060,1235
2473,1236
8792,1237
1971,1238
3339,1239
237,1240
6890,1241
404,1242
3517,1243
7631,1244
80,1245
1621,1246
1157,1247
9318,1248
2093,1249
3275,1250
783,1251
7094,1252
7577,1253
1450,1254
8636,1255
1780,1256
7234,1257
944,1258
7103,1259
4895,1260
1677,1261
6989,1262
8278,1263
4165,1264
2694,1265
2987,1266
5408,1267
2299,1268
2645,1269
879,1270
4295,1271
4499,1272
8655,1273
704,1274
5603,1275
7634,1276
2676,1277
8504,1278
8572,1279
4481,1280
1220,1281
3250,1282
2283,1283
7139,1284
6923,1285
3448,1286
5046,1287
5428,1288
5598,1289
6314,1290
411,1291
2519,1292
1601,1293
603,1294
1537,1295
5948,1296
7317,1297
9889,1298
918,1299
333,1300
6695,1301
7447,1302
542,1303
5579,1304
4993,1305
6130,1306
6532,1307
5421,1308
6347,1309
6793,1310
9267,1311
9168,1312
4823,1313
3809,1314
5947,1315
9040,1316
6976,1317
1270,1318
895,1319
3337,1320
7687,1321
193,1322
7517,1323
9013,1324
3592,1325
882,1326
8844,1327
8478,1328
924,1329
728,1330
3772,1331
626,1332
2178,1333
801,1334
5423,1335
104,1336
6433,1337
9740,1338
3877,1339
7997,1340
6977,1341
3115,1342
4507,1343
4288,1344
6885,1345
1194,1346
5805,1347
7778,1348
5433,1349
3061,1350
8100,1351
5381,1352
7218,1353
9730,1354
2345,1355
4257,1356
9413,1357
6003,1358
1078,1359
5099,1360
1896,1361
3754,1362
5130,1363
5224,1364
1379,1365
9413,1366
6253,1367
3978,1368
8144,1369
2728,1370
6762,1371
5436,1372
7005,1373
1442,1374
6867,1375
2976,1376
8807,1377
626,1378
6748,1379
8010,1380
3091,1381
9353,1382
2298,1383
175,1384
4409,1385
4464,1386
228,1387
7185,1388
686,1389
4502,1390
5000,1391
4279,1392
2822,1393
3028,1394
8522,1395
9656,1396
8002,1397
6857,1398
6277,1399
3141,1400
1136,1401
1020,1402
5481,1403
3453,1404
6566,1405
6959,1406
2401,1407
2783,1408
9880,1409
3211,1410
1842,1411
3689,1412
3581,1413
1614,1414
7306,1415
7934,1416
9026,1417
5174,1418
4393,1419
2887,1420
5435,1421
9237,1422
7861,1423
5160,1424
4887,1425
3378,1426
4160,1427
2585,1428
7077,1429
3824,1430
1234,1431
1157,1432
4178,1433
6486,1434
7965,1435
2675,1436
1308,1437
4296,1438
1224,1439
6412,1440
3312,1441
8315,1442
712,1443
6744,1444
6519,1445
7762,1446
472,1447
4462,1448
3806,1449
2963,1450
739,1451
8938,1452
7719,1453
97,1454
5286,1455
4464,1456
2430,1457
4211,1458
633,1459
6172,1460
5251,1461
2527,1462
6897,1463
5411,1464
3065,1465
5104,1466
8254,1467
5255,1468
6722,1469
8525,1470
3269,1471
824,1472
6714,1473
3928,1474
4354,1475
305,1476
8192,1477
5484,1478
1378,1479
5830,1480
9735,1481
6788,1482
6789,1483
9738,1484
283,1485
6863,1486
7309,1487
1682,1488
6234,1489
7922,1490
8352,1491
2931,1492
199,1493
118,1494
354,1495
1035,1496
7633,1497
6650,1498
2819,1499
5053,1500
1055,1501
1858,1502
270,1503
4409,1504
7077,1505
3692,1506
2497,1507
1576,1508
6292,1509
9601,1510
7124,1511
9570,1512
9421,1513
4141,1514
5267,1515
6875,1516
3877,1517
6399,1518
6929,1519
9957,1520
2670,1521
7222,1522
6960,1523
8065,1524
2889,1525
3659,1526
9051,1527
6761,1528
3405,1529
5339,1530
6240,1531
8700,1532
5678,1533
5495,1534
2718,1535
3984,1536
8247,1537
7667,1538
6763,1539
7682,1540
1824,1541
6839,1542
1466,1543
4690,1544
6579,1545
6196,1546
8932,1547
7980,1548
3543,1549
3334,1550
7857,1551
7817,1552
2099,1553
7329,1554
7803,1555
9762,1556
9796,1557
889,1558
4489,1559
1807,1560
6672,1561
5080,1562
3095,1563
5883,1564
2467,1565
1274,1566
6431,1567
417,1568
3921,1569
1613,1570
59,1571
652,1572
9328,1573
6437,1574
4257,1575
2111,1576
1580,1577
5684,1578
4651,1579
4336,1580
806,1581
8630,1582
6059,1583
3261,1584
2484,1585
4137,1586
2410,1587
9173,1588
6589,1589
4735,1590
8114,1591
9579,1592
6828,1593
5482,1594
8342,1595
4537,1596
6881,1597
3440,1598
969,1599
1953,1600
8613,1601
2977,1602
2284,1603
8260,1604
8882,1605
3218,1606
838,1607
2236,1608
2231,1609
3298,1610
6650,1611
6713,1612
3799,1613
3978,1614
4393,1615
4513,1616
3210,1617
4996,1618
9299,1619
2346,1620
2692,1621
2283,1622
5181,1623
4181,1624
7190,1625
92,1626
4233,1627
1927,1628
3218,1629
7076,1630
2193,1631
6897,1632
8302,1633
1609,1634
8807,1635
9444,1636
4806,1637
2064,1638
4954,1639
6284,1640
5716,1641
7663,1642
2838,1643
8079,1644
8006,1645
49,1646
8231,1647
5603,1648
2920,1649
5693,1650
1523,1651
2793,1652
6691,1653
3656,1654
4803,1655
6728,1656
4159,1657
939,1658
9101,1659
7642,1660
8460,1661
9047,1662
1242,1663
6186,1664
6403,1665
4060,1666
516,1667
2808,1668
609,1669
9490,1670
5332,1671
9883,1672
7990,1673
8508,1674
2984,1675
2732,1676
3452,1677
1086,1678
1478,1679
8537,1680
9900,1681
4652,1682
5291,1683
8957,1684
3014,1685
2962,1686
1245,1687
2931,1688
4687,1689
7444,1690
2854,1691
3987,1692
3,1693
327,1694
9396,1695
887,1696
2862,1697
156,1698
873,1699
6983,1700
9234,1701
8192,1702
172,1703
838,1704
1463,1705
8625,1706
972,1707
8333,1708
5881,1709
9695,1710
1536,1711
3009,1712
7922,1713
2059,1714
2227,1715
2563,1716
1257,1717
4189,1718
3281,1719
4146,1720
993,1721
3063,1722
8673,1723
4059,1724
4013,1725
156,1726
8045,1727
2309,1728
8462,1729
2667,1730
8685,1731
9250,1732
8096,1733
2984,1734
1719,1735
608,1736
3760,1737
1940,1738
8355,1739
4765,1740
9000,1741
1982,1742
2217,1743
7358,1744
4320,1745
6498,1746
8260,1747
3910,1748
718,1749
4502,1750
7198,1751
1475,1752
2211,1753
8079,1754
6777,1755
4520,1756
7811,1757
3928,1758
3690,1759
2124,1760
2873,1761
1252,1762
8390,1763
6189,1764
1815,1765
426,1766
7709,1767
6057,1768
4624,1769
8851,1770
4289,1771
5912,1772
4716,1773
8538,1774
8971,1775
6003,1776
6258,1777
7100,1778
732,1779
7194,1780
1864,1781
5178,1782
7784,1783
4120,1784
5408,1785
896,1786
3257,1787
8609,1788
5305,1789
7442,1790
9396,1791
4432,1792
6445,1793
7603,1794
9484,1795
9918,1796
4818,1797
9914,1798
9012,1799
7204,1800
381,1801
7227,1802
4490,1803
9311,1804
2538,1805
4596,1806
8675,1807
6692,1808
7649,1809
3438,1810
8301,1811
2423,1812
3803,1813
8825,1814
9403,1815
9740,1816
1701,1817
5076,1818
5764,1819
3735,1820
6831,1821
447,1822
359,1823
3588,1824
6854,1825
5519,1826
9403,1827
2008,1828
8201,1829
347,1830
3271,1831
2375,1832
4744,1833
3992,1834
7819,1835
1090,1836
1050,1837
8762,1838
6801,1839
9741,1840
83,1841
5004,1842
3024,1843
4187,1844
5629,1845
5299,1846
2410,1847
9367,1848
474,1849
8040,1850
6035,1851
8772,1852
1503,1853
3680,1854
874,1855
7465,1856
4831,1857
126,1858
7986,1859
631,1860
4030,1861
2900,1862
5389,1863
1043,1864
4978,1865
4810,1866
9986,1867
6169,1868
9355,1869
9052,1870
9522,1871
4772,1872
9725,1873
1711,1874
1305,1875
3101,1876
2670,1877
3648,1878
5075,1879
5987,1880
8986,1881
6887,1882
1133,1883
7971,1884
938,1885
8668,1886
2467,1887
219,1888
2236,1889
5906,1890
3617,1891
8512,1892
1946,1893
1857,1894
6394,1895
8521,1896
9872,1897
5226,1898
4170,1899
4903,1900
1995,1901
3518,1902
333,1903
8820,1904
9213,1905
4643,1906
7942,1907
422,1908
7979,1909
526,1910
7875,1911
2093,1912
4658,1913
368,1914
8559,1915
1505,1916
5611,1917
8400,1918
998,1919
8565,1920
3844,1921
7650,1922
2631,1923
6168,1924
9073,1925
5848,1926
9346,1927
5078,1928
289,1929
345,1930
7637,1931
3539,1932
7696,1933
9630,1934
7101,1935
703,1936
4750,1937
6295,1938
1795,1939
6604,1940
9739,1941
3692,1942
8372,1943
8665,1944
231,1945
2037,1946
5077,1947
977,1948
1926,1949
3656,1950
9379,1951
5496,1952
3950,1953
5934,1954
9491,1955
533,1956
3104,1957
3999,1958
1319,1959
8724,1960
9542,1961
1749,1962
5925,1963
9160,1964
5402,1965
8758,1966
9791,1967
4984,1968
8346,1969
7598,1970
4889,1971
3735,1972
9934,1973
1282,1974
8975,1975
5503,1976
7443,1977
3737,1978
4011,1979
5128,1980
2325,1981
4475,1982
8089,1983
3360,1984
819,1985
5710,1986
5989,1987
3335,1988
8128,1989
9277,1990
4244,1991
4540,1992
4880,1993
8545,1994
6291,1995
3281,1996
5333,1997
9864,1998
4063,1999
4171,2000
3188,2001
6957,2002
1367,2003
54,2004
8064,2005
7718,2006
9497,2007
425,2008
5752,2009
4206,2010
9292,2011
3002,2012
2414,2013
8624,2014
8638,2015
9797,2016
8177,2017
2002,2018
8944,2019
7512,2020
7189,2021
5564,2022
1266,2023
2786,2024
9467,2025
3221,2026
9854,2027
5509,2028
9753,2029
3204,2030
5993,2031
9347,2032
4727,2033
5674,2034
9949,2035
2371,2036
845,2037
3304,2038
7901,2039
8411,2040
5189,2041
6027,2042
9953,2043
2755,2044
3220,2045
2620,2046
560,2047
7824,2048
2410,2049
9531,2050
7983,2051
9965,2052
1361,2053
4190,2054
8858,2055
1706,2056
1739,2057
8181,2058
1430,2059
1658,2060
3124,2061
8329,2062
7245,2063
9372,2064
9868,2065
287,2066
4428,2067
1876,2068
7777,2069
8101,2070
1715,2071
3733,2072
6089,2073
4133,2074
8079,2075
6032,2076
3598,2077
3662,2078
9683,2079
1955,2080
6073,2081
6068,2082
2904,2083
304,2084
1548,2085
6573,2086
8298,2087
8738,2088
582,2089
6122,2090
6043,2091
1136,2092
242,2093
2955,2094
2685,2095
5064,2096
5327,2097
4532,2098
294,2099
4460,2100
6125,2101
9117,2102
2656,2103
6656,2104
4915,2105
6373,2106
7487,2107
2809,2108
2934,2109
8959,2110
9718,2111
8634,2112
8297,2113
2838,2114
6284,2115
9826,2116
9169,2117
4034,2118
6791,2119
8287,2120
6360,2121
9764,2122
3772,2123
2653,2124
2493,2125
2910,2126
8496,2127
5373,2128
3334,2129
4505,2130
3410,2131
4134,2132
7764,2133
3705,2134
762,2135
77,2136
9573,2137
7942,2138
3533,2139
957,2140
8743,2141
4932,2142
4584,2143
8487,2144
7906,2145
7560,2146
3383,2147
4164,2148
944,2149
7206,2150
5234,2151
6299,2152
3990,2153
1193,2154
3653,2155
3215,2156
8558,2157
8430,2158
6639,2159
4687,2160
5294,2161
8634,2162
2929,2163
9220,2164
5711,2165
7896,2166
7905,2167
9227,2168
4187,2169
4017,2170
8395,2171
7525,2172
9851,2173
3211,2174
7203,2175
9776,2176
8360,2177
9239,2178
3218,2179
5691,2180
8171,2181
4246,2182
383,2183
8908,2184
4419,2185
3213,2186
1339,2187
9647,2188
3801,2189
9494,2190
1742,2191
5711,2192
961,2193
5629,2194
9961,2195
8748,2196
5270,2197
1038,2198
8830,2199
9945,2200
506,2201
2512,2202
3363,2203
7740,2204
2687,2205
3418,2206
2836,2207
6996,2208
3971,2209
8842,2210
7592,2211
3357,2212
9470,2213
1972,2214
9617,2215
539,2216
9159,2217
9050,2218
1468,2219
6086,2220
3954,2221
6582,2222
6968,2223
3911,2224
6112,2225
3414,2226
5622,2227
5309,2228
9573,2229
6546,2230
2531,2231
5073,2232
1154,2233
1991,2234
5565,2235
6868,2236
44,2237
158,2238
7617,2239
3390,2240
8103,2241
2924,2242
4830,2243
3149,2244
5697,2245
9704,2246
9819,2247
3300,2248
5522,2249
9032,2250
2773,2251
6915,2252
8608,2253
4402,2254
2184,2255
6754,2256
1066,2257
5054,2258
3153,2259
9460,2260
8613,2261
6946,2262
7970,2263
3376,2264
1046,2265
9968,2266
3158,2267
7798,2268
8597,2269
1404,2270
4231,2271
4037,2272
4778,2273
7224,2274
2641,2275
585,2276
5351,2277
3944,2278
5681,2279
4691,2280
2263,2281
8776,2282
8219,2283
5068,2284
7447,2285
3693,2286
8421,2287
7528,2288
762,2289
1307,2290
4583,2291
5349,2292
4195,2293
9128,2294
9134,2295
7441,2296
5023,2297
7210,2298
3344,2299
9256,2300
6143,2301
2816,2302
4407,2303
4078,2304
6759,2305
3502,2306
8342,2307
8980,2308
9654,2309
7389,2310
2011,2311
1588,2312
4253,2313
9621,2314
8910,2315
3613,2316
874,2317
8218,2318
7226,2319
2799,2320
9847,2321
3067,2322
6928,2323
8745,2324
1528,2325
3624,2326
8552,2327
1515,2328
9898,2329
6970,2330
1970,2331
58,2332
5093,2333
8290,2334
9073,2335
7106,2336
8198,2337
4341,2338
8277,2339
6954,2340
8283,2341
8926,2342
8801,2343
1921,2344
6396,2345
6553,2346
8809,2347
5167,2348
5159,2349
5395,2350
7145,2351
2945,2352
2404,2353
5405,2354
3209,2355
5642,2356
4001,2357
9085,2358
9129,2359
5273,2360
5835,2361
9665,2362
2650,2363
5853,2364
6976,2365
2686,2366
960,2367
7440,2368
4496,2369
678,2370
1308,2371
7735,2372
3641,2373
1716,2374
3609,2375
4929,2376
9532,2377
1914,2378
6240,2379
6780,2380
6172,2381
7766,2382
8867,2383
4561,2384
9473,2385
7569,2386
5055,2387
2079,2388
8887,2389
54,2390
973,2391
3544,2392
1929,2393
2362,2394
4702,2395
3496,2396
5167,2397
3899,2398
6862,2399
4775,2400
2440,2401
7829,2402
204,2403
269,2404
3152,2405
9854,2406
3134,2407
5067,2408
3904,2409
3442,2410
6882,2411
7632,2412
9416,2413
3578,2414
1753,2415
3368,2416
1923,2417
4333,2418
2801,2419
6593,2420
1931,2421
9969,2422
6524,2423
4987,2424
9083,2425
7182,2426
1866,2427
3421,2428
826,2429
2120,2430
6671,2431
8728,2432
5173,2433
7624,2434
1213,2435
3602,2436
4930,2437
5762,2438
7620,2439
3227,2440
789,2441
1489,2442
6866,2443
9023,2444
5198,2445
7864,2446
5766,2447
5097,2448
8043,2449
5549,2450
2838,2451
1546,2452
6465,2453
7218,2454
1019,2455
1928,2456
5890,2457
6037,2458
1671,2459
4240,2460
7709,2461
4734,2462
5081,2463
6487,2464
1221,2465
9091,2466
6407,2467
4095,2468
3867,2469
2336,2470
3014,2471
8497,2472
3853,2473
9231,2474
6424,2475
7234,2476
6584,2477
9578,2478
9125,2479
6044,2480
2454,2481
7896,2482
9038,2483
8441,2484
355,2485
8964,2486
8362,2487
7642,2488
3983,2489
9200,2490
4804,2491
6040,2492
7921,2493
8062,2494
5391,2495
3755,2496
5553,2497
5763,2498
6176,2499
9459,2500
7634,2501
4574,2502
7330,2503
7747,2504
7511,2505
707,2506
2742,2507
1028,2508
4559,2509
2942,2510
7677,2511
6824,2512
2922,2513
544,2514
8657,2515
1154,2516
1680,2517
5385,2518
846,2519
5688,2520
3644,2521
2821,2522
582,2523
8202,2524
9593,2525
5701,2526
6831,2527
3611,2528
7803,2529
4500,2530
4133,2531
3154,2532
1727,2533
3612,2534
2158,2535
3145,2536
