app_id,helpful,funny,date,is_recommended,hours,user_id,review_id
252490,0,3,2017-01-04,false,67.5,1132100,7577
271590,0,0,2016-03-10,true,201.1,1164401,7578
275850,2,0,2016-08-15,false,47.0,1114395,7632
394360,0,0,2022-09-11,true,82.9,1156947,7637
1313140,0,0,2022-09-18,true,38.7,1114990,7716
1172620,0,0,2021-08-28,true,22.1,1128967,7717
1313140,0,0,2022-11-23,true,23.8,1130704,7718
261550,0,0,2020-06-04,true,183.2,1157482,7720
1544020,0,0,2022-12-03,false,17.9,1169459,7721
1384160,0,0,2021-07-07,true,75.3,1185828,7723
730,2,0,2017-09-29,false,67.3,1195323,7725
244850,0,0,2022-04-12,true,77.4,1195579,7727
377160,0,0,2017-05-28,true,238.3,1114979,7746
635260,0,0,2021-12-25,true,34.9,1159250,7748
108600,2,0,2022-01-25,true,99.2,115443,7800
377160,0,0,2022-10-06,false,86.0,1144048,7897
509980,0,0,2021-08-15,true,45.0,1188748,7898
1172620,0,0,2022-12-26,true,17.6,1100295,7945
1466860,0,0,2021-10-29,true,48.6,1159364,7946
529340,3,0,2022-10-28,false,79.5,1101352,8029
289070,2,0,2021-09-23,true,15.7,1165355,8031
1361210,0,0,2022-11-30,false,121.9,1181040,8033
376210,0,0,2021-12-29,true,83.5,1195545,8034
578080,3,0,2018-06-22,false,231.9,1135497,8063
851850,0,0,2020-12-01,true,27.5,1171857,8064
1817070,0,0,2022-12-05,true,39.2,1173623,8065
291550,0,0,2021-04-03,true,15.3,1117938,8139
270880,0,0,2017-12-08,true,511.3,1132395,8141
1174180,0,0,2022-08-05,true,47.8,1137067,8142
438100,0,0,2021-11-18,true,252.1,1156860,8143
275850,0,0,2018-01-22,true,573.0,1179030,8146
394360,0,0,2022-06-04,true,317.5,1189159,8148
1172470,0,0,2022-03-09,true,43.6,1199345,8149
1172620,0,0,2021-07-09,true,53.4,1187591,8175
1938090,0,0,2022-11-22,true,5.5,1151059,8207
386360,0,0,2021-01-09,true,887.3,1198906,8309
377160,0,0,2019-06-30,true,50.8,1135744,8371
108600,0,0,2020-10-27,true,301.5,1136490,8373
578080,6,0,2017-12-30,false,367.6,1158755,8374
1172620,0,0,2021-06-23,true,17.8,1110693,8438
1938090,0,0,2022-11-07,false,87.2,1160406,8439
250900,16,0,2021-11-25,true,817.0,1185789,8440
271590,0,0,2022-12-19,true,54.9,1101596,8470
493340,0,0,2022-10-06,true,47.5,1104821,8471
1174180,0,0,2022-07-03,true,427.8,115373,8520
284160,0,0,2022-07-23,true,354.4,1122762,8548
1250410,0,0,2021-01-25,true,338.6,1103395,8559
107410,0,0,2015-03-14,true,613.3,1135557,8562
252490,0,0,2021-07-30,false,27.9,1136037,8563
546560,0,0,2020-11-25,true,22.6,1192278,8564
1938090,0,0,2022-11-24,true,41.2,118365,8641
1244460,2,3,2021-11-09,true,123.7,1128847,8682
1332010,0,0,2022-08-02,true,7.7,1121169,8762
359550,0,0,2021-05-23,true,87.0,1144319,8763
1248130,5,2,2021-12-05,true,19.7,1168249,8764
635260,0,0,2022-05-18,true,68.2,1169951,8765
271590,2,0,2020-04-08,true,87.0,1171589,8766
291550,0,0,2021-06-29,true,101.6,1112299,8830
552990,0,0,2022-11-24,true,4.7,1117735,8832
526870,0,0,2020-09-30,true,241.7,1142663,8834
1172470,0,2,2020-11-05,false,1.6,1195089,8836
284160,0,0,2021-01-29,true,130.2,1122382,8957
730,0,0,2021-04-11,true,70.6,1132964,8959
1240440,0,0,2021-11-23,false,53.2,1129799,9091
386360,0,0,2022-07-16,false,99.1,1153217,9221
1142710,0,0,2022-02-19,true,34.8,1196967,9223
1987080,0,0,2022-10-18,false,5.2,1145949,9260
570,0,0,2022-04-15,true,11.0,1147686,9262
1174180,0,0,2021-05-24,true,85.8,1159771,9265
244210,0,0,2020-06-17,true,14.0,1169542,9267
493340,9,0,2017-06-28,false,4.9,1104034,9509
255710,0,0,2020-03-10,true,13.8,1125976,9510
289070,0,0,2022-02-01,true,305.9,1142039,9511
252490,0,0,2013-12-30,true,57.6,1142502,9512
851850,0,0,2021-09-16,true,1.6,1175730,9513
1172620,0,0,2022-07-03,true,41.5,1179093,9514
534380,0,0,2022-02-21,true,54.1,1194536,9515
1384160,0,0,2021-06-20,true,49.4,1141571,9613
359550,8,0,2022-12-01,false,103.4,1190674,9614
730,0,0,2021-05-12,true,83.4,1192331,9615
730,0,0,2021-04-03,true,42.8,1174304,9925
236850,3,3,2017-04-07,true,491.7,1176452,9926
1091500,0,0,2021-01-01,true,58.0,1197437,9927
275850,0,0,2021-02-14,true,82.1,112496,10071
252490,0,0,2021-09-21,true,105.0,1169132,10147
1172620,0,0,2021-07-10,true,51.2,1176691,10148
376210,2,0,2017-11-23,false,906.6,1141142,10279
376210,0,0,2022-01-07,true,925.5,1153600,10280
1229490,0,0,2020-09-24,true,24.0,1196394,10281
4000,3,0,2014-08-07,true,330.4,1120231,10522
493520,0,0,2021-12-21,true,3.7,1179300,10523
239030,0,0,2022-11-26,true,16.2,1179648,10524
431960,0,0,2020-07-21,true,5.2,117520,10665
271590,0,0,2020-01-04,true,49.0,119646,10781
1938090,0,0,2022-11-06,true,74.9,1194159,10896
1938090,0,0,2022-12-05,false,56.4,1121553,11004
250900,0,0,2022-07-01,true,0.6,1156153,11005
304390,0,3,2020-05-06,true,26.1,1183153,11006
815370,0,0,2021-05-03,true,15.8,1192269,11007
377160,0,0,2022-06-11,true,22.8,1165904,11146
377160,0,0,2019-07-01,false,234.2,1158571,11239
284160,0,0,2021-01-11,true,306.5,1165472,11240
1174180,3,2,2020-02-01,false,171.6,1169672,11241
1172620,0,0,2022-04-11,true,34.9,1182598,11242
438100,0,0,2022-09-03,true,15.4,1199901,11243
730,0,0,2022-07-24,true,192.1,1109158,11341
289070,0,0,2022-01-21,true,28.2,1116381,11342
105600,0,0,2022-04-13,true,283.1,1181191,11343
1332010,0,0,2022-10-02,true,7.4,111055,11638
284160,0,0,2020-01-19,true,895.5,118752,11639
440900,0,0,2022-07-23,true,312.2,1146070,11755
252490,0,0,2022-02-16,true,364.5,1197927,11756
252490,0,0,2021-02-07,true,176.1,1123715,11786
108600,0,0,2022-03-09,true,247.8,1115034,12045
431960,0,0,2021-08-06,true,29.4,118233,12196
284160,0,0,2021-08-16,true,11.6,1126708,12214
1172620,0,0,2022-01-21,true,146.7,1132750,12215
493520,0,3,2021-12-16,false,7.8,1148588,12216
1361210,0,0,2022-11-26,false,122.3,1191334,12217
275850,4,0,2022-11-28,true,34.7,1168235,12467
686810,0,0,2022-11-29,true,63.4,1105600,12595
730,0,0,2021-07-14,true,692.1,1133060,12596
431960,0,0,2022-06-12,true,36.4,1133428,12597
236390,2,0,2014-01-10,true,453.5,1102351,12809
730,0,0,2021-03-27,true,62.3,1191480,12810
221100,6,0,2018-12-14,false,25.8,1103380,13020
107410,0,0,2021-06-01,false,2.3,1119854,13021
438100,0,0,2021-07-22,true,93.4,1106809,13194
1332010,0,0,2022-07-24,true,10.2,1179535,13195
236390,2,0,2021-11-20,false,14.0,1112560,13206
270880,0,0,2021-03-21,true,46.3,1124410,13207
1938090,0,0,2022-11-25,true,75.6,1143585,13208
1419170,0,0,2022-11-18,true,5.0,1197614,13209
1222670,0,0,2022-03-28,false,960.8,1110371,13422
1290000,0,0,2021-08-02,true,149.1,1140577,13423
546560,0,0,2020-08-06,true,16.0,1166044,13424
252490,0,0,2021-09-27,true,646.5,1184469,13425
730,3,0,2021-11-26,true,42.7,1111647,13509
394360,0,0,2022-02-05,true,337.0,1165285,13510
275850,6,0,2020-05-10,true,116.9,1184961,13511
252490,0,0,2022-01-15,true,352.8,1187115,13512
1824220,0,0,2022-06-18,true,11.5,115680,13909
394360,0,0,2022-06-17,true,308.6,1119118,14028
271590,0,0,2017-09-25,true,484.5,1121219,14029
292030,0,0,2016-01-25,true,127.4,1133895,14030
252490,0,0,2019-11-15,true,352.1,1136869,14031
1659040,0,0,2022-01-30,true,29.9,1182406,14032
346110,0,0,2021-06-16,true,80.0,1120125,14129
730,5,0,2021-08-06,false,533.3,1127751,14130
1938090,0,0,2022-10-28,false,55.7,1132472,14131
289070,0,0,2018-05-06,false,41.1,1152557,14132
292030,4,0,2021-07-06,true,497.6,1152588,14133
767560,0,0,2021-03-11,false,360.1,1198210,14134
1222670,0,0,2021-03-09,true,122.6,1136012,14256
440900,0,0,2019-12-19,true,619.7,1120088,14380
552500,2,0,2018-11-10,true,313.5,1149975,14381
1091500,3,0,2022-12-29,true,94.1,1103256,14504
271590,0,0,2021-10-18,true,336.7,1107855,14505
1172620,0,0,2022-07-12,true,109.8,1114003,14506
239030,0,0,2021-08-05,true,13.9,1119261,14507
1151340,0,0,2022-06-27,true,24.7,1143200,14508
105600,0,0,2020-05-21,true,120.5,117139,14606
1222670,0,0,2022-08-13,true,77.7,1148287,14631
294100,0,0,2022-11-20,true,944.7,1193342,14632
42700,0,0,2014-09-01,true,54.5,1175566,14695
261550,0,0,2022-02-27,true,285.5,1107258,14823
244850,0,0,2015-09-08,false,36.3,1197598,14824
238960,0,0,2015-03-22,true,755.8,118709,14964
438100,0,0,2022-07-26,false,399.5,1118124,14991
739630,0,2,2022-03-15,true,115.0,1157868,14992
973230,0,0,2022-11-20,true,9.9,119230,15161
377160,0,0,2021-06-05,true,61.8,1140316,15190
252490,0,0,2022-07-07,false,928.5,1159183,15191
250900,0,0,2022-12-09,true,358.0,1109272,15331
252490,0,0,2022-11-14,true,845.3,1128660,15332
218620,2,0,2015-05-23,true,452.3,1142369,15333
221100,10,5,2016-09-27,false,60.6,1193143,15334
1190000,0,0,2021-09-19,true,32.4,1103086,15438
255710,0,0,2022-01-27,true,152.0,115856,15631
244210,0,0,2021-11-06,true,6.5,1111220,15649
284160,0,0,2021-12-28,true,14.8,1146415,15650
252490,0,2,2022-07-03,false,47.3,1167682,15651
386360,0,0,2020-12-09,true,929.1,1199448,15652
1151640,2,0,2020-09-23,true,36.4,1177976,15734
438100,0,0,2022-08-04,false,54.7,1184161,15735
252490,0,0,2018-02-13,true,510.2,1151959,16015
431960,0,0,2020-08-24,true,18.0,115184,16106
271590,0,0,2018-06-21,true,628.9,1124004,16130
529340,0,0,2022-12-31,true,114.0,1137744,16131
1794680,0,0,2022-12-18,true,40.2,1150819,16132
438100,0,0,2022-06-23,false,55.3,1192463,16133
438100,0,0,2021-01-30,true,3.5,1118054,16216
374320,0,2,2016-05-17,true,278.3,1163158,16217
1449850,0,0,2022-12-16,true,80.5,1171193,16218
431960,0,0,2020-05-31,true,8.0,112509,16337
594650,3,0,2018-06-10,true,384.8,1124673,16365
1250410,8,0,2020-08-19,false,7.4,1105614,16549
250900,0,0,2020-11-26,true,654.1,1118818,16550
1286680,0,0,2022-07-10,true,114.5,1153773,16551
261550,0,0,2022-06-07,true,77.7,1117191,16787
1176470,3,0,2022-09-26,true,89.9,1141994,16788
1919590,0,0,2022-10-20,true,125.7,1150249,16789
1384160,487,94,2022-08-25,true,3.5,1199879,16790
255710,0,0,2022-06-30,true,341.3,1100778,16802
244850,0,0,2020-04-30,true,110.3,1119604,16803
1938090,0,0,2022-11-15,false,101.3,1145255,16804
1794680,0,0,2022-07-27,true,25.5,1165771,16805
306130,55,2,2014-08-01,false,5.6,1168884,16806
1426210,0,0,2022-08-17,true,13.9,11375,17208
261550,0,0,2021-11-24,true,37.3,1145632,17240
376210,0,0,2021-07-09,true,132.8,1148777,17241
1091500,0,0,2021-01-14,true,216.5,1175059,17242
252490,0,0,2021-09-29,true,867.9,1178149,17243
1085660,3,0,2022-12-30,true,312.1,1131636,17420
1904540,0,0,2022-10-22,true,972.5,1178237,17421
1384160,0,0,2021-06-22,true,531.8,1196405,17422
1938090,0,0,2022-10-28,false,392.6,1149597,17529
252490,0,3,2022-12-28,true,274.7,1172779,17530
1172620,0,0,2022-11-30,true,98.8,1173718,17531
1222670,0,0,2022-07-19,true,232.7,1144621,17755
1286830,0,0,2021-11-22,true,46.1,1198051,17756
1286830,0,0,2022-02-23,true,14.2,1103410,17875
1174180,0,0,2022-02-14,true,32.0,1196795,17876
1659040,0,0,2022-12-28,true,53.6,113170,17976
1222670,0,0,2022-05-05,true,13.3,1101040,18268
1172470,0,0,2022-09-28,false,4.6,1142632,18269
236850,3,0,2016-11-14,false,576.3,1179322,18270
493340,0,0,2022-09-25,true,23.0,1192046,18271
271590,0,0,2016-02-09,false,78.3,1106266,18367
218620,2,0,2015-01-02,true,219.6,1116743,18368
1172620,0,0,2022-04-07,true,295.1,1188898,18369
518790,0,0,2022-01-02,true,22.6,1198637,18370
359550,0,0,2022-04-02,true,49.4,1100692,18511
431960,0,0,2022-10-24,true,13.5,1158195,18512
252490,0,0,2020-06-21,true,106.5,1108657,18722
218620,0,0,2014-06-23,true,98.2,1152901,18723
1172620,0,0,2022-07-30,true,214.2,1157900,18870
730,2,0,2022-03-09,true,266.3,1164110,18871
1817070,0,0,2022-10-02,true,13.0,1180723,18872
730,4,0,2016-01-14,false,6.0,1185170,19424
1361210,0,0,2022-11-19,true,32.3,1165441,19440
1196590,0,0,2021-06-17,true,23.6,1165730,19441
270880,0,0,2021-03-04,true,371.9,1181739,19573
1332010,0,0,2022-07-20,true,7.9,1149927,20126
1938090,0,0,2022-11-25,true,35.2,1187567,20127
1846380,0,0,2022-12-04,true,21.0,1120082,20268
289070,0,0,2022-05-27,true,125.1,1122265,20269
1332010,0,0,2022-08-07,true,11.2,1135440,20270
1172620,0,0,2022-12-14,true,77.1,1138760,20271
1332010,0,0,2022-11-06,true,7.1,1117242,20866
1435790,0,0,2021-12-08,true,32.8,1117502,20867
1172620,0,0,2021-11-26,true,184.0,1131737,20868
105600,0,0,2021-03-04,true,55.4,1163293,20895
252490,3,2,2018-01-23,true,404.8,1148590,21237
270880,0,0,2021-03-14,true,255.4,1118111,21352
730,2,0,2021-04-18,true,636.2,1147073,21353
284160,0,0,2018-10-24,true,127.6,1148417,21354
244210,0,0,2015-01-02,true,81.1,1159302,21355
230410,0,0,2014-09-11,true,63.9,1174145,21356
374320,0,0,2018-06-05,true,444.9,1174750,21579
250900,0,0,2015-01-19,true,147.1,1177126,21580
1086940,0,0,2021-05-18,true,27.3,1183359,21581
739630,0,0,2022-11-19,true,17.0,1189724,21582
703080,0,0,2022-11-18,true,178.4,1110822,21611
47890,4,0,2019-08-01,true,69.0,1140977,21612
431960,0,0,2022-05-27,true,130.8,1153412,21613
976730,0,0,2019-12-12,true,62.6,1162218,21614
108600,0,0,2022-11-11,true,157.2,1137203,21720
244210,0,0,2022-04-22,true,170.5,1157969,21721
975370,0,0,2022-12-06,false,195.6,1173379,21722
1172620,0,0,2022-11-03,true,75.4,1184778,21723
238960,2,0,2014-08-02,true,19.7,119260,21852
250900,0,0,2021-06-05,true,815.3,1155741,21874
1244460,0,0,2022-04-10,true,4.1,1171439,21875
1172620,0,0,2022-01-15,true,570.2,1122045,22112
570,0,0,2021-04-02,true,5.4,1128989,22113
1938090,3,0,2022-11-10,false,57.7,1160557,22114
435150,0,0,2021-01-27,true,342.4,1189870,22115
105600,2,0,2020-10-16,true,621.4,1195703,22215
552500,0,0,2020-08-30,true,168.3,113543,22336
1244460,0,0,2022-06-18,true,21.8,1113712,22364
233860,3,0,2019-03-06,true,285.6,1115124,22365
250900,0,0,2021-08-24,true,29.2,1180503,22366
374320,0,0,2021-11-25,true,38.5,1101097,22480
244850,0,0,2016-05-04,true,3.0,1122687,22840
534380,0,0,2022-05-13,true,94.1,1146007,22841
489830,7,0,2017-10-05,false,42.7,1157909,22923
386360,0,0,2021-11-17,true,214.0,1189147,22924
730,0,0,2015-11-15,true,536.7,1127729,23148
730,0,0,2021-05-30,true,496.7,1157027,23149
377160,0,0,2022-10-26,false,77.1,1120427,23308
284160,0,0,2021-12-06,true,35.0,1186108,23309
1599340,0,0,2022-02-12,true,68.3,1139740,23441
730,2,0,2021-09-07,false,237.3,1184975,23536
284160,0,0,2021-11-29,true,37.0,1191525,23537
377160,0,0,2022-01-07,true,70.0,1113457,23918
534380,0,0,2022-02-06,true,19.0,1137254,23919
493520,0,0,2022-01-26,true,7.0,1177482,23920
1817070,0,0,2022-08-19,true,17.4,1157437,24501
242760,0,0,2022-08-23,true,27.4,1174674,24502
582660,0,0,2022-12-04,true,61.1,1184286,24503
431960,0,0,2020-06-21,true,70.3,113842,24608
1384160,0,0,2022-02-15,true,25.2,1159720,24625
1496790,0,0,2022-10-27,true,82.9,1176183,24626
271590,0,0,2021-08-06,true,76.5,1103970,24727
394360,0,0,2022-08-04,true,148.3,1142053,24728
1384160,0,0,2021-11-24,true,49.5,1195482,24729
1435790,0,0,2021-12-30,true,49.9,1128817,24856
858820,0,0,2021-08-23,true,20.8,1167998,24857
1172470,0,0,2022-06-05,true,15.1,1198807,24858
546560,0,0,2020-08-27,true,14.1,1134219,24974
252490,0,0,2022-02-10,true,263.4,1167971,24975
1938090,0,0,2022-11-26,true,17.4,1199971,24976
250900,0,0,2017-03-05,true,889.1,1104602,25095
108600,0,0,2022-01-03,true,225.5,1115873,25096
284160,0,0,2021-04-21,true,14.6,1116878,25097
252490,0,0,2021-07-21,true,722.6,1140169,25098
620980,0,0,2020-01-22,true,14.2,1143335,25099
397540,0,0,2022-08-14,true,23.9,1175240,25100
1172620,0,0,2021-02-08,true,30.0,1107227,25339
291550,0,0,2022-02-03,true,12.8,1148984,25340
1172620,0,0,2021-09-16,true,192.8,1153804,25341
306130,0,0,2022-04-17,true,162.6,1158248,25342
381210,0,0,2020-08-14,true,680.3,1165234,25343
252490,0,0,2021-01-21,true,422.0,1120956,25542
284160,0,0,2021-11-26,true,962.4,1140047,25543
518790,0,0,2021-02-18,true,41.4,1146208,25544
1172470,0,0,2022-02-05,true,85.5,1195959,25545
730,0,0,2021-05-15,true,112.1,1130716,25725
1290000,0,0,2022-03-04,true,0.8,1179269,25726
377160,4,0,2018-02-03,true,38.4,1114970,25893
1794680,0,0,2022-09-01,true,40.6,1115202,25894
1244460,0,0,2022-06-14,true,22.3,1152968,25895
377160,0,0,2022-03-29,true,99.2,1161247,25896
292030,2,0,2022-08-07,false,20.2,110946,25920
244850,0,0,2020-11-07,true,139.6,1119498,25948
107410,0,0,2022-02-02,false,80.0,1162738,25949
271590,0,0,2021-06-06,true,36.6,1179420,25950
1172620,0,0,2020-07-15,true,48.2,1122839,26184
534380,0,0,2022-02-04,true,53.8,1157817,26185
1151640,0,0,2021-11-23,true,25.4,1170065,26186
284160,0,0,2022-06-20,true,315.9,1186581,26187
291550,0,0,2020-03-20,true,328.3,112409,26287
294100,0,0,2022-10-05,true,939.3,1105507,26322
686810,0,0,2022-07-20,true,603.4,1158179,26323
377160,0,0,2022-12-17,true,215.8,1160073,26324
815370,0,0,2021-05-16,true,19.1,1161623,26325
105600,0,0,2021-03-31,true,37.5,1165042,26326
377160,0,0,2015-11-15,true,28.5,1187219,26327
1190000,0,0,2022-07-28,true,56.0,1192424,26328
1245620,2,0,2022-03-09,true,168.3,113347,26506
1938090,0,0,2022-10-29,true,39.3,116342,26507
730,0,0,2021-03-24,true,87.4,1135581,26549
1794680,0,0,2022-01-11,true,10.4,1136566,26550
252490,0,0,2022-08-25,true,881.1,1146496,26551
686810,0,0,2021-04-01,true,41.0,1181951,26552
292030,0,0,2019-06-29,true,192.8,1153822,26689
493340,0,0,2021-05-30,true,4.9,1119004,26775
1248130,0,0,2022-07-11,true,65.3,1118875,26900
294100,0,0,2021-10-28,true,344.6,1155070,26901
289070,0,0,2020-03-30,true,974.8,1185160,26902
394360,0,0,2021-05-27,true,651.5,1196677,26903
1174180,0,0,2022-09-22,true,7.0,1147431,27026
1794680,0,0,2022-11-27,true,123.2,117335,27234
238960,0,0,2021-06-22,true,25.7,117904,27291
1142710,0,0,2022-02-21,true,196.7,1125171,27315
